1 Iztočnica,1 Pojavna oblika,Spletna stran,
Rink Zdravko,Zdravko Rink,https://okupacijskemeje.si/exh03-ch09.html,
Robert Reich,Roberta Reicha,https://okupacijskemeje.si/exh02-ch03.html,
Rocco,Rocco,https://okupacijskemeje.si/exh04-ch08.html,
Rosalia Matanič,Rosalia,https://okupacijskemeje.si/exh02-ch03.html,
Rösener Erwin,General Rösener,https://okupacijskemeje.si/exh05-ch08.html,
Rösener Erwin,General Rösener,https://okupacijskemeje.si/en-exh05-ch08.html,
Rösener Erwin,Erwin Rösener,https://okupacijskemeje.si/en-exh05-ch08.html,
"Rösener Erwin
",Erwin Rösener,https://okupacijskemeje.si/exh05-ch08.html,
Rudolf Predan,Predan Rudolf,https://okupacijskemeje.si/exh02-ch03.html,
Rudolf Predan,Rudolf Predan,https://okupacijskemeje.si/exh02-ch03.html,
Rupnik Franc,Franca Rupnika,https://okupacijskemeje.si/exh03-ch07.html,
Rupnik Franc,Franc Rupnik,https://okupacijskemeje.si/en-exh03-ch07.html,
Rupnik Leon,Rupnikove linije,https://okupacijskemeje.si/exh03-ch04.html,
Rupnik Leon,Rupnikova linija,https://okupacijskemeje.si/exh03-ch04.html,
Rupnik Leon,Leon Rupnik,https://okupacijskemeje.si/exh03-ch06.html,
Rupnik Leon,Leona Rupnika,https://okupacijskemeje.si/exh05-ch08.html,
Rupnik Leon,Leon Rupnik,https://okupacijskemeje.si/en-exh05-ch08.html,
Rupnik Tone,Tone Rupnik,https://okupacijskemeje.si/exh03-ch07.html,
Rupnik Tone,Tone Rupnik,https://okupacijskemeje.si/en-exh03-ch07.html,
Sametz Ignatz,Sametz Ignac,https://okupacijskemeje.si/exh02-ch03.html,
Schimmelpfennig Max,Max Schimmelpfennig,https://okupacijskemeje.si/exh05-ch08.html,
Schimmelpfennig Max,Max Schimmelpfennig,https://okupacijskemeje.si/en-exh05-ch08.html,
Selakovič Terezija,Terezija Selakovič,https://okupacijskemeje.si/exh04-ch07.html,
Selakovič Terezija,Terezijo (Zinko) Selakovič,https://okupacijskemeje.si/exh04-ch07.html,
Siter Ivan,Ivan Siter,https://okupacijskemeje.si/exh02-ch03.html,
Siter Janez,Janeza Siterja,https://okupacijskemeje.si/exh02-ch03.html,
Slavič Johann,Slavič Johann,https://okupacijskemeje.si/exh02-ch03.html,
Slevec Izidor,Izidor Slevc,https://okupacijskemeje.si/en-exh05-ch12.html,
Slevec Izidor,Izidorja Slevca,https://okupacijskemeje.si/exh05-ch12.html,
Slevec Jeli,Jeli,https://okupacijskemeje.si/exh05-ch12.html,
Slevec Jeli,Jeli,https://okupacijskemeje.si/en-exh05-ch12.html,
Starc Terezija,Terezija Starc,https://okupacijskemeje.si/exh04-ch06.html,
Starešinič Ivan,Ivan Starešinič,https://okupacijskemeje.si/exh04-ch06.html,
Starešinič Jože,Jože Starešinič,https://okupacijskemeje.si/exh04-ch08.html,
Starešinič Marija,Marija Starešinič,https://okupacijskemeje.si/exh04-ch01.html,
Starešinič Marija,Marije Starešinič,https://okupacijskemeje.si/exh04-ch01.html,
Starešinič Marija,Marija Starešinič,https://okupacijskemeje.si/exh01-ch07.html,
Starešinič Marija,Marija Starešinič,https://okupacijskemeje.si/exh01-ch07.html,
Starešinič Marija,Marija Starešinič,https://okupacijskemeje.si/exh04-en-ch01.html,
Starešinič Marija,Marija Starešinič,https://okupacijskemeje.si/exh04-en-ch01.html,
Starešinič Marija,Marije Starešinič,https://okupacijskemeje.si/exh04-ch06.html,
Stipanič Anton,Antona Stipaniča,https://okupacijskemeje.si/exh04-ch01.html,
Stipanič Anton,Anton Stipanič,https://okupacijskemeje.si/exh04-en-ch01.html,
Stipanič Anton,Anton Stipanič,https://okupacijskemeje.si/exh04-ch05.html,
Strahinić Ilija,Ilija Strahinić,https://okupacijskemeje.si/exh04-ch01.html,
Strahinić Ilija,Ilija Strahinić,https://okupacijskemeje.si/exh04-ch01.html,
Strahinić Ilija,Ilija Strahinić,https://okupacijskemeje.si/exh04-en-ch01.html,
Strahinić Ilija,Ilija Strahinić,https://okupacijskemeje.si/exh04-en-ch01.html,
Strojinc Metod,Metoda Strojinca,https://okupacijskemeje.si/exh05-ch12.html,
Strojinc Metod,Metod Strojinc,https://okupacijskemeje.si/en-exh05-ch12.html,
Šlabnik Matevž,Matevž Šlabnik,https://okupacijskemeje.si/exh03-ch01.html,
Šlabnik Matevž,Matevž Šlabnik,https://okupacijskemeje.si/exh03-ch02.html,
Špehar Ivan,Ivan Špehar,https://okupacijskemeje.si/exh04-ch05.html,
Špehar Štefka,Štefka Špehar,https://okupacijskemeje.si/exh04-ch05.html,
Štangelj Blaž,Blaž Štangelj,https://okupacijskemeje.si/exh04-ch02.html,
Štangelj Blaž,Blaž Štangelj,https://okupacijskemeje.si/exh04-ch03.html,
Štangelj Blaž,Blaž Štangelj,https://okupacijskemeje.si/exh04-ch03.html,
Štangelj Blaž,Blaž Štangelj,https://okupacijskemeje.si/exh04-ch03.html,
Štangelj Blaž,Blaž Štangelj,https://okupacijskemeje.si/exh01-ch07.html,
Štangelj Blaž,Blaž Štangelj,https://okupacijskemeje.si/exh01-ch07.html,
Štangelj Blaž,Blaž Štangelj,https://okupacijskemeje.si/exh04-en-ch02.html,
Štangelj Blaž,Blaž Štangelj,https://okupacijskemeje.si/exh04-en-ch03.html,
Štangelj Blaž,Blaž Štangelj,https://okupacijskemeje.si/exh04-en-ch03.html,
Štangelj Blaž,Blaž Štangelj,https://okupacijskemeje.si/exh04-en-ch03.html,
Štefan Mlakar,Štefan Mlakar,https://okupacijskemeje.si/exh03-ch04.html,
Štih Lojze,Lojzeta Štiha,https://okupacijskemeje.si/exh01-ch12.html,
Štingl Silvester,Silvester Štingl,https://okupacijskemeje.si/exh01-ch10.html,
Tahija Frančiška,Frančiška Tahija,https://okupacijskemeje.si/exh04-ch08.html,
Tahija Frančiška,Frančiške Tahija,https://okupacijskemeje.si/exh04-ch08.html,
Tardina Perger,Tardina,https://okupacijskemeje.si/exh02-ch03.html,
"Tičar Jure
","Jure Tičar
",https://okupacijskemeje.si/en-exh05-ch09.html,
"Tičar Jure
","Jure Tičar
",https://okupacijskemeje.si/exh05-ch09.html,
Treven Marija,Treven,https://okupacijskemeje.si/exh03-ch09.html,
Treven Marija,Treven,https://okupacijskemeje.si/en-exh03-ch09.html,
Učesanek Gustav,Gustav Učesanek,https://okupacijskemeje.si/exh02-ch02.html,
Uiberreither Siegfried,Uiberheiterja,https://okupacijskemeje.si/exh01-ch01.html,
Uiberreither Siegfried,Uiberreither,,
Urgl Vida,Vida Urgl,https://okupacijskemeje.si/exh05-ch08.html,
Urgl Vida,Vida Urgl,https://okupacijskemeje.si/en-exh05-ch08.html,
Urgl Vida,Vide Urgl,https://okupacijskemeje.si/exh05-ch12.html,
Urgl Vida,Vida Urgl,https://okupacijskemeje.si/en-exh05-ch12.html,
Uršič Janez,Janez Uršič,https://okupacijskemeje.si/exh04-ch08.html,
Vehar Maja,Maja Vehar,https://okupacijskemeje.si/exh03-ch01.html,
Vene Silvo,Silvo Vene,https://okupacijskemeje.si/exh01-ch07.html,
Vera Perger,Vera,https://okupacijskemeje.si/exh02-ch03.html,
Vida Štefan,Štefan Vida,https://okupacijskemeje.si/exh01-ch10.html,
Viler Darko,Darko Viler,https://okupacijskemeje.si/exh03-ch07.html,
Viler Darko,Darko Viler,https://okupacijskemeje.si/exh01-ch12.html,
Viler Darko,Darko Viler,https://okupacijskemeje.si/en-exh03-ch07.html,
Vinko Snoj,Snoj Vinko ,https://okupacijskemeje.si/exh02-ch03.html,
Volk Bahun Manca,Manca Volk Bahun,https://okupacijskemeje.si/exh04-ch01.html,
Volk Bahun Manca,Manca Volk Bahun,https://okupacijskemeje.si/exh02-ch04.html,
Volk Bahun Manca,Manca Volk Bahun,https://okupacijskemeje.si/exh02-ch04.html,
Weiss Boris Anton,Boris Anton Weiss,https://okupacijskemeje.si/exh04-ch01.html,
Weiss Boris Anton,Boris Anton Weiss,https://okupacijskemeje.si/exh04-en-ch01.html,
Xhoko Leo,Leo Xhoko,https://okupacijskemeje.si/exh03-ch02.html,
Zalokar Milena,Milena Zalokar,https://okupacijskemeje.si/exh05-ch12.html,
Zalokar Milena,Milena Zalokar,https://okupacijskemeje.si/en-exh05-ch12.html,
Zbil Jože,Jože Zbil,https://okupacijskemeje.si/exh02-ch07.html,
Zbil Jože,Jože Zbil,https://okupacijskemeje.si/en-exh02-ch07.html,
Zepuhar Franc,Franc Zepuhar,https://okupacijskemeje.si/exh04-ch05.html,
Zora,Zoro,https://okupacijskemeje.si/exh04-ch06.html,
Zorn Matija,Matija Zorn,https://okupacijskemeje.si/en-exh05-ch09.html,
Zorn Matija,Matija Zorn,https://okupacijskemeje.si/exh05-ch09.html,
Zorn Matija,Matija Zorn,https://okupacijskemeje.si/exh05-ch11.html,
Zorn Matija,Matija Zorn,https://okupacijskemeje.si/en-exh05-ch11.html,
Zorn Matija,Matija Zorn,https://okupacijskemeje.si/exh01-ch07.html,
Zorn Matija,Matija Zorn,https://okupacijskemeje.si/exh01-ch08.html,
Zorn Matija,Matija Zorn,https://okupacijskemeje.si/exh01-ch08.html,
Zorn Matija,Matija Zorn,https://okupacijskemeje.si/exh01-ch08.html,
Zorn Matija,Matija Zorn,https://okupacijskemeje.si/exh01-ch08.html,
Zorn Matija,Matija Zorn,https://okupacijskemeje.si/exh01-ch08.html,
Zorn Matija,Matija Zorn,https://okupacijskemeje.si/exh01-ch08.html,
Zorn Matija,Matija Zorn,https://okupacijskemeje.si/exh01-ch11.html,
Zorn Matija,Matija Zorn,https://okupacijskemeje.si/exh01-ch12.html,
Zorn Matija,Matija Zorn,https://okupacijskemeje.si/exh01-ch12.html,
Žabkar Jože Lojze,Lojze Jože Žabkar,https://okupacijskemeje.si/exh04-ch04.html,
Žabkar Jože Lojze,Žabkar,https://okupacijskemeje.si/exh04-ch04.html,
Žabkar Lojze Jože,Lojze Jože Žabkar,https://okupacijskemeje.si/exh01-ch07.html,
Žabkar Lojze Jože,Žabkar,https://okupacijskemeje.si/exh01-ch07.html,
Žakelj Jakob,Jakobu,https://okupacijskemeje.si/exh03-ch09.html,
Žakelj Jakob,Jakob,https://okupacijskemeje.si/en-exh03-ch09.html,
Žakelj Janez,Janez Žakelj,https://okupacijskemeje.si/exh03-ch09.html,
Žakelj Janez,Janez Žakelj,https://okupacijskemeje.si/en-exh03-ch09.html,
Žugelj Angela,Angela Žugelj,https://okupacijskemeje.si/exh04-ch08.html,
Žugelj Angela,Angele Žugelj,https://okupacijskemeje.si/exh04-ch08.html,
