1 Iztočnica,Pojavna oblika,Spletna stran,
Sotla,Sotli,https://okupacijskemeje.si/exh02-ch07.html,
Sotla,Sotli,https://okupacijskemeje.si/exh02-ch07.html,
Sotla,Sotle,https://okupacijskemeje.si/exh02-ch07.html,
Sotla,Sotlo,https://okupacijskemeje.si/exh02-ch07.html,
Sotla,Sotle,https://okupacijskemeje.si/exh02-ch04.html,
Sotla,Sotla,https://okupacijskemeje.si/exh02-ch04.html,
Sotla,Sotli,https://okupacijskemeje.si/exh02-ch04.html,
Sotla,Sotlo,https://okupacijskemeje.si/exh02-ch04.html,
Sotla,Sotli,https://okupacijskemeje.si/exh02-ch04.html,
Sotla,Sotli,https://okupacijskemeje.si/exh02-ch04.html,
Sotla,Sotle,https://okupacijskemeje.si/exh02-ch03.html,
Sotla,Sotla river,https://okupacijskemeje.si/en-exh02-ch03.html,
Sotla River,Sotla River,https://okupacijskemeje.si/en-exh02-ch07.html,
Sotla River,Sotla River,https://okupacijskemeje.si/en-exh05-ch08.html,
Sotla River,Sotla River,https://okupacijskemeje.si/en-exh02-ch04.html,
Sotla River,Sotla River,https://okupacijskemeje.si/en-exh02-ch04.html,
Sotla River,Sotla River,https://okupacijskemeje.si/en-exh02-ch04.html,
Sotla River,Sotla River,https://okupacijskemeje.si/en-exh02-ch04.html,
Sovodenj,Sovodnja,https://okupacijskemeje.si/exh03-ch07.html,
Sovodenj,Sovodenj,https://okupacijskemeje.si/exh03-ch06.html,
Sovodenj ,Sovodenj,https://okupacijskemeje.si/en-exh03-ch07.html,
Spodnja Idrija,Sp. Idrije,https://okupacijskemeje.si/exh03-ch01.html#exh03-ch01-subch01,
Spodnja Koroška,spodnja Koroška,https://okupacijskemeje.si/exh01-ch12.html,
Spodnja Koroška,spodnja Koroška,https://okupacijskemeje.si/exh01-ch12.html,
Spodnja Štajerska,Spodnje Štajerske,https://okupacijskemeje.si/exh02-ch03.html,
Spodnja Štajerska,spodnjem Štajerskem,https://okupacijskemeje.si/exh02-ch03.html,
Spodnji Vrsnik,Spodnjega Vrsnika,https://okupacijskemeje.si/exh03-ch07.html,
Spodnji Vrsnik,Spodnjem Vrsniku,https://okupacijskemeje.si/exh03-ch08.html,
Spodnji Vrsnik,Spodnji Vrsnik,https://okupacijskemeje.si/exh01-ch11.html,
Spodnji Vrsnik,Spodnjega Vrsnika,https://okupacijskemeje.si/exh01-ch11.html,
Spodnji Vrsnik,Spodnjem Vrsniku,https://okupacijskemeje.si/exh01-ch12.html,
Spodnji Vrsnik,Spodnji Vrsnik,https://okupacijskemeje.si/exh01-ch12.html,
Spodnji Vrsnik,Spodnjem Vrsniku,https://okupacijskemeje.si/exh01-ch12.html,
Spodnji Vrsnik,Spodnjem Vrsniku,https://okupacijskemeje.si/exh01-ch12.html,
Spodnji Vrsnik,Spodnji Vrsnik,https://okupacijskemeje.si/en-exh03-ch07.html,
Spodnji Vrsnik,Spodnji Vrsnik,https://okupacijskemeje.si/en-exh03-ch08.html,
Srbija,Srbija,https://okupacijskemeje.si/exh02-ch03.html,
Središče ob Dravi,Središča ob Dravi,https://okupacijskemeje.si/exh01-ch12.html,
Središče ob Dravi,Središča ob Dravi,https://okupacijskemeje.si/exh01-ch12.html,
Središče ob Dravi,Središča ob Dravi,https://okupacijskemeje.si/exh01-ch12.html,
Srednje brdo,Srednje brdo,https://okupacijskemeje.si/exh01-ch08.html,
Stara vas,Staro vasjo,https://okupacijskemeje.si/exh03-ch04.html,
Stari plac glej Idrija,Starem placu,https://okupacijskemeje.si/exh03-ch09.html,
Stari plac glej Idrija,Stari plac,https://okupacijskemeje.si/en-exh03-ch09.html,
Stari trg ob Kolpi,Stari trg,https://okupacijskemeje.si/exh04-ch01.html,
Stari trg ob Kolpi,Starem trgu,https://okupacijskemeje.si/exh04-ch01.html,
Stari trg ob Kolpi,Stari trg,https://okupacijskemeje.si/exh04-en-ch01.html,
Stari trg ob Kolpi,Stari trg,https://okupacijskemeje.si/exh04-en-ch01.html,
Stari trg ob Kolpi,Starem trgu ob Kolpi,https://okupacijskemeje.si/exh01-ch06.html,
Stična,Stične,https://okupacijskemeje.si/exh01-ch07.html,
Styria,Styria,https://okupacijskemeje.si/en-exh02-ch03.html,
Subotica,Subotica,https://okupacijskemeje.si/exh01-ch02.html,
Suhi Dol,Suhim Dolom,https://okupacijskemeje.si/exh03-ch08.html,
Suhi dol,Suhi dol,https://okupacijskemeje.si/exh01-ch11.html,
Suhi Dol,Suhi Dol,https://okupacijskemeje.si/en-exh03-ch08.html,
Suhor,Suhor,https://okupacijskemeje.si/exh04-ch01.html,
Suhor,Suhorju,https://okupacijskemeje.si/exh04-ch05.html,
Sutla,Sutli,https://okupacijskemeje.si/exh02-ch04.html,
Sveta Katarina,Sveta Katarina,https://okupacijskemeje.si/exh01-ch11.html,
Sveti Jakob,St. Jakob,https://okupacijskemeje.si/exh03-ch08.html,
Sveti Križ,Svetem Križu,https://okupacijskemeje.si/exh02-ch04.html,
Sveti Križ,Sveti Križ,https://okupacijskemeje.si/en-exh02-ch04.html,
Sveti Trije Kralji,Svetih Treh Kraljev,https://okupacijskemeje.si/exh03-ch09.html,
Svibovac Podravski,občini Svibovac Podravski,https://okupacijskemeje.si/exh01-ch12.html,
Svibovac Podravski,Občini Svibovac Podravski,https://okupacijskemeje.si/exh01-ch12.html,
Šentjernej,Šentjerneju,https://okupacijskemeje.si/exh01-ch07.html,
Šentjernej,Šentjerneja,https://okupacijskemeje.si/exh04-ch03.html,
Šentjošt,Šentjošta,https://okupacijskemeje.si/exh03-ch07.html,
Šentjošt,Šentjošt,https://okupacijskemeje.si/en-exh03-ch07.html,
Šentrupert,Šentruperta,https://okupacijskemeje.si/exh01-ch07.html,
Šentvid,Šentvida,https://okupacijskemeje.si/exh03-ch07.html,
Škofja Loka,Škofjo Loko,https://okupacijskemeje.si/exh03-ch09.html,
Škofja Loka,Škofji Loki,https://okupacijskemeje.si/exh03-ch06.html,
Škofja Loka,Škofje Loke,https://okupacijskemeje.si/exh03-ch06.html,
Škofja Loka,škofjeloškega,https://okupacijskemeje.si/exh03-ch06.html,
Šmarje pri Jelšah,Šmarje,https://okupacijskemeje.si/exh02-ch04.html,
Šmarje pri Jelšah,Šmarje,https://okupacijskemeje.si/exh02-ch04.html,
Šmarje pri Jelšah,Šmarje,https://okupacijskemeje.si/en-exh02-ch04.html,
Šmarje pri Jelšah,Šmarje,https://okupacijskemeje.si/en-exh02-ch04.html,
Šmarje pri Jelšah,Šmarja pri Jelšah,https://okupacijskemeje.si/exh02-ch02.html,
Šmarje pri Jelšah,Šmarja,https://okupacijskemeje.si/exh02-ch02.html,
Šmarje pri Jelšah,Šmarje pri Jelšah,https://okupacijskemeje.si/exh02-ch02.html,
Šmarna gora,Šmarna gora,https://okupacijskemeje.si/exh05-ch09.html,
Šmarna gora,Šmarna gora,https://okupacijskemeje.si/exh05-ch10.html,
Šmarna gora Hill,Šmarna gora Hill,https://okupacijskemeje.si/en-exh05-ch09.html,
Šmarna gora Hill,Šmarna gora Hill,https://okupacijskemeje.si/en-exh05-ch10.html,
Šmartno ob Savi,Šmartno ob Savi,https://okupacijskemeje.si/exh05-ch10.html,
Šmartno ob Savi,Šmartno ob Savi,https://okupacijskemeje.si/en-exh05-ch10.html,
Špehari,Špeharih,https://okupacijskemeje.si/exh04-ch05.html,
Štajerska,Štajerske,https://okupacijskemeje.si/exh01-ch01.html,
Štajerska,Spodnja Štajerska,https://okupacijskemeje.si/exh01-ch02.html,
Štajerska,Štajerske,https://okupacijskemeje.si/exh02-ch02.html,
Štajerska,štajersko,https://okupacijskemeje.si/exh02-ch04.html,
Štajerska,Štajerske,https://okupacijskemeje.si/exh02-ch03.html,
Štajerska,Štajerskih,https://okupacijskemeje.si/exh02-ch03.html,
Štajerska region,Štajerska region,https://okupacijskemeje.si/en-exh02-ch04.html,
Štajerske,Štajerske,https://okupacijskemeje.si/exh01-ch01.html,
Štajersko,štajerski,https://okupacijskemeje.si/exh01-ch03.html,
Tolmin,Tolminu,https://okupacijskemeje.si/exh03-ch01.html#exh03-ch01-subch01,
Tolmin,Tolmina,https://okupacijskemeje.si/exh05-ch08.html,
Tolmin,Tolmin,https://okupacijskemeje.si/en-exh05-ch08.html,
Toskana,Toskane,https://okupacijskemeje.si/exh03-ch01.html#exh03-ch01-subch01,
Toško čelo,Toškem čelu,https://okupacijskemeje.si/exh01-ch03.html,
Toško Čelo,Toškim Čelom,https://okupacijskemeje.si/exh05-ch09.html,
Toško Čelo,Toško Čelo,https://okupacijskemeje.si/en-exh05-ch09.html,
Trbovlje,Trbovlje,https://okupacijskemeje.si/exh01-ch12.html,
Trdinov vrh,Trdinovega vrha,https://okupacijskemeje.si/exh04-ch01.html,
Trdinov vrh,Trdinovega vrha,https://okupacijskemeje.si/exh01-ch06.html,
Trdinov vrh,Trdinov vrh,https://okupacijskemeje.si/exh04-en-ch01.html,
Trebija,Trebija,https://okupacijskemeje.si/exh03-ch06.html,
Trieste,Trieste,https://okupacijskemeje.si/en-exh03-ch01.html,
Triglav,Triglava,https://okupacijskemeje.si/exh01-ch08.html,
Triglav,Triglava,https://okupacijskemeje.si/exh01-ch08.html,
Triglav,Triglav,https://okupacijskemeje.si/exh01-ch08.html,
Triglav,Triglav,https://okupacijskemeje.si/exh01-ch11.html,
Trnovski gozd,Trnovski gozd,https://okupacijskemeje.si/exh03-ch03.html,
Trnovski gozd,Trnovskem gozdu,https://okupacijskemeje.si/exh03-ch03.html,
Trnovski gozd,Trnovskega gozda,https://okupacijskemeje.si/exh03-ch06.html,
Trst,Trstu,https://okupacijskemeje.si/exh01-ch02.html,
Trst,tržaške,https://okupacijskemeje.si/exh03-ch01.html#exh03-ch01-subch01,
Trst,Tržaški,https://okupacijskemeje.si/exh02-ch02.html,
Tuscany,Tuscany,https://okupacijskemeje.si/en-exh03-ch01.html,
Ukraine,Ukraine,https://okupacijskemeje.si/en-exh02-ch03.html,
Ukrajina,Ukrajino,https://okupacijskemeje.si/exh02-ch03.html,
United Kingdom,British,https://okupacijskemeje.si/en-exh02-ch03.html,
United Kingdom,British,https://okupacijskemeje.si/en-exh03-ch03.html,
"Upper Carniola
",Gorenjska,https://okupacijskemeje.si/en-exh05-ch08.html,
"Upper Carniola
",Upper Carniola,https://okupacijskemeje.si/en-exh05-ch10.html,
Ural,Urala,https://okupacijskemeje.si/exh02-ch03.html,
Ural mountains,Ural mountains,https://okupacijskemeje.si/en-exh02-ch03.html,
Valley of Poljane,Valley of Poljane,https://okupacijskemeje.si/exh04-en-ch01.html,
Valley of Poljane,Valley of Poljane,https://okupacijskemeje.si/exh04-en-ch01.html,
Veharše,Veharše,https://okupacijskemeje.si/exh03-ch02.html,
Velika Britanija,britanskih,https://okupacijskemeje.si/exh03-ch03.html,
Veliko Liješće,Veliko Liješće,https://okupacijskemeje.si/exh04-ch06.html,
Veliko Liješće,Velikega Liješća,https://okupacijskemeje.si/exh04-ch06.html,
Vevnica,Vevnice,https://okupacijskemeje.si/exh01-ch08.html,
Videm,St. Veit,https://okupacijskemeje.si/exh03-ch08.html,
Vienna,"Vienna
",https://okupacijskemeje.si/en-exh02-ch07.html,
Vinica,Vinica,https://okupacijskemeje.si/exh04-ch01.html,
Vinica,Vinici,https://okupacijskemeje.si/exh01-ch06.html,
VInica,Vinici,https://okupacijskemeje.si/exh01-ch06.html,
Vinica,Vinica,https://okupacijskemeje.si/exh04-en-ch01.html,
Vinica,Vinica,https://okupacijskemeje.si/exh04-en-ch01.html,
Vinica,Vinici,https://okupacijskemeje.si/exh04-ch04.html,
Vinica,Vinico,https://okupacijskemeje.si/exh04-ch07.html,
Vinica,Vinico,https://okupacijskemeje.si/exh04-ch08.html,
Vinica,Vinici,https://okupacijskemeje.si/exh04-ch08.html,
Vinica,Vinica,https://okupacijskemeje.si/exh04-ch08.html,
Vinomer,Vinomeru,https://okupacijskemeje.si/exh04-ch03.html,
Vinomer,Vinomer,,
Vojsko,Vojskega,https://okupacijskemeje.si/exh03-ch01.html#exh03-ch01-subch01,
Vojsko,Vojskega ,https://okupacijskemeje.si/exh03-ch01.html#exh03-ch01-subch01,
Vojsko,Vojsko,https://okupacijskemeje.si/exh03-ch03.html,
Vrh Svetih Treh Kraljev,Vrha Svetih Treh Kraljev,https://okupacijskemeje.si/en-exh03-ch09.html,
Vrh Svetih Treh Kraljev,Vrha Svetih Treh Kraljev,https://okupacijskemeje.si/exh03-ch06.html,
Vršič,Vršič,https://okupacijskemeje.si/exh01-ch08.html,
Vrzdenec,Vrzdenec,https://okupacijskemeje.si/exh05-ch08.html,
Vrzdenec,Vrzdenec,https://okupacijskemeje.si/en-exh05-ch08.html,
Vukšiči,Vukšiči,https://okupacijskemeje.si/exh04-en-ch01.html,
Vukšići,Vukšićev,https://okupacijskemeje.si/exh04-ch01.html,
Yugoslavia,Yugoslav,https://okupacijskemeje.si/en-exh02-ch07.html,
Yugoslavia,Yugoslavia,https://okupacijskemeje.si/en-exh02-ch04.html,
Yugoslavia,Kingdom of SCS,https://okupacijskemeje.si/en-exh03-ch07.html,
Yugoslavia,Yugoslavia,https://okupacijskemeje.si/en-exh03-ch07.html,
Yugoslavia,Yugoslavia's,https://okupacijskemeje.si/en-exh03-ch07.html,
Yugoslavia,Yugoslavia,https://okupacijskemeje.si/en-exh03-ch07.html,
Yugoslavia,Yugoslavia,https://okupacijskemeje.si/en-exh03-ch07.html,
Yugoslavia,Yugoslav,https://okupacijskemeje.si/en-exh03-ch07.html,
Yugoslavia,Yugoslavia,https://okupacijskemeje.si/en-exh03-ch08.html,
Yugoslavia,Federal People's Republic of Yugoslavia,https://okupacijskemeje.si/en-exh03-ch08.html,
Yugoslavia,Yugoslavia,https://okupacijskemeje.si/en-exh03-ch02.html,
Yugoslavia,Yugoslav,https://okupacijskemeje.si/en-exh03-ch04.html,
Yugoslavia ,Yugoslavian,https://okupacijskemeje.si/en-exh03-ch04.html,
Zagozdac pri Predgradu,Zagozdaca pri Predgradu,https://okupacijskemeje.si/exh04-ch06.html,
Zagreb,Zagreb,https://okupacijskemeje.si/exh02-ch07.html,
Zagreb,Zagreb,https://okupacijskemeje.si/en-exh02-ch07.html,
Zagreb,Zagrebu,https://okupacijskemeje.si/exh02-ch02.html,
Zagreb,Zagrebu,https://okupacijskemeje.si/exh02-ch02.html,
Zagreb,Zagreba,https://okupacijskemeje.si/exh02-ch02.html,
Zagreb,Zagreba,https://okupacijskemeje.si/exh04-ch05.html,
Zalog,Zalogom,https://okupacijskemeje.si/exh01-ch11.html,
Zamešek,Zameškemu,https://okupacijskemeje.si/exh01-ch07.html,
Zapudje,Zapudja,https://okupacijskemeje.si/exh04-ch05.html,
Združene države Amerike,Ameriko,https://okupacijskemeje.si/exh04-ch08.html,
Združene države Amerike,ZDA,https://okupacijskemeje.si/exh04-ch08.html,
Zilje,Zilje,https://okupacijskemeje.si/exh04-ch08.html,
Zilje,Zilj,https://okupacijskemeje.si/exh04-ch08.html,
Zilje,Ziljah ob Kolpi,https://okupacijskemeje.si/exh01-ch06.html,
Zone B of the Julian March,Zone B of the Julian March,https://okupacijskemeje.si/en-exh03-ch08.html,
Železna županija,Železna županija,https://okupacijskemeje.si/exh01-ch02.html,
Žeželj,Žežlju,https://okupacijskemeje.si/exh04-ch01.html,
Žeželj,Žeželj,https://okupacijskemeje.si/exh04-en-ch01.html,
Žiri,Žirmi,https://okupacijskemeje.si/exh03-ch07.html,
Žiri,Žiri,https://okupacijskemeje.si/exh03-ch07.html,
Žiri,Žirov,https://okupacijskemeje.si/exh03-ch08.html,
Žiri,Sairach,https://okupacijskemeje.si/exh03-ch08.html,
Žiri,Žireh,https://okupacijskemeje.si/exh03-ch08.html,
Žiri,Žireh,https://okupacijskemeje.si/exh03-ch09.html,
Žiri,Žirov,https://okupacijskemeje.si/exh03-ch09.html,
Žiri,Žiri,https://okupacijskemeje.si/exh03-ch09.html,
Žiri,Žirov,https://okupacijskemeje.si/exh03-ch09.html,
Žiri,Žiri,https://okupacijskemeje.si/exh03-ch09.html,
Žiri,Žireh,https://okupacijskemeje.si/exh03-ch09.html,
Žiri,Žirov,https://okupacijskemeje.si/exh01-ch12.html,
Žiri,Žiri,https://okupacijskemeje.si/en-exh03-ch07.html,
Žiri,Žiri,https://okupacijskemeje.si/en-exh03-ch07.html,
Žiri,Žiri,https://okupacijskemeje.si/en-exh03-ch08.html,
Žiri,Žiri,https://okupacijskemeje.si/en-exh03-ch08.html,
Žiri,Žiri,https://okupacijskemeje.si/en-exh03-ch09.html,
Žiri,Žiri,https://okupacijskemeje.si/en-exh03-ch09.html,
Žiri,Žiri,https://okupacijskemeje.si/en-exh03-ch09.html,
Žiri,Žiri,https://okupacijskemeje.si/en-exh03-ch09.html,
Žiri,Žiri,https://okupacijskemeje.si/en-exh03-ch09.html,
Žiri,Žiri,https://okupacijskemeje.si/exh03-ch04.html,
Žiri,žirovski,https://okupacijskemeje.si/exh03-ch04.html,
Žiri,Žirov,https://okupacijskemeje.si/exh03-ch04.html,
Žiri,Stare Žiri,https://okupacijskemeje.si/exh03-ch04.html,
Žiri,Žireh,https://okupacijskemeje.si/exh03-ch04.html,
Žiri,žirovska,https://okupacijskemeje.si/exh03-ch04.html,
Žiri,Žirov,https://okupacijskemeje.si/exh03-ch05.html,
Žiri,Žirov,https://okupacijskemeje.si/exh03-ch05.html,
Žiri,Žireh,https://okupacijskemeje.si/exh03-ch05.html,
Žiri,Žiri,https://okupacijskemeje.si/exh03-ch06.html,
Žiri,Žirovskem,https://okupacijskemeje.si/exh03-ch06.html,
Žiri,žireh,https://okupacijskemeje.si/exh03-ch06.html,
Žiri,Žirov,https://okupacijskemeje.si/exh03-ch06.html,
Žiri,Žirovskem,https://okupacijskemeje.si/exh03-ch06.html,
Žiri ,Žirov,https://okupacijskemeje.si/exh01-ch12.html,
Žirovski vrh,Žirovski vrh,https://okupacijskemeje.si/exh01-ch11.html,
Žirovski vrh,žirovskega vrha,https://okupacijskemeje.si/exh03-ch04.html,
Žirovski vrh,Žirovskega vrha,https://okupacijskemeje.si/exh03-ch06.html,
Žumberak,Žumberaka,https://okupacijskemeje.si/exh04-ch01.html,
Žumberak,Žumberaku,https://okupacijskemeje.si/exh04-ch01.html,
Žumberak,Žumberaka,https://okupacijskemeje.si/exh04-ch03.html,
Žumberak,Žumberak,https://okupacijskemeje.si/exh04-en-ch01.html,
Žumberak,Žumberak,https://okupacijskemeje.si/exh04-en-ch01.html,
Žumberak,Žumberak,https://okupacijskemeje.si/exh04-en-ch01.html,
Žumberak,Žumberak,,
Žumberak,Žumberak,,
Žumberak,Žumberak,,
Žumberak,Žumberak,,
Žumberak,Žumberak,,
Žumberak,Žumberak,,
Žumberak,Žumberak,,
Žumberak,Žumberčanov,https://okupacijskemeje.si/exh04-ch05.html,
Žumberak,Žumberčani,https://okupacijskemeje.si/exh04-ch05.html,
Žumberak,Žumberku,https://okupacijskemeje.si/exh04-ch06.html,
Žumberak,Žumberak,https://okupacijskemeje.si/exh04-ch06.html,
Žumberk,Žumberku,https://okupacijskemeje.si/exh04-ch03.html,
Žuniči,Žuničev,https://okupacijskemeje.si/exh04-ch06.html,
Žuniči,Žuničan,https://okupacijskemeje.si/exh04-ch06.html,
Žuniči,Žuničih,https://okupacijskemeje.si/exh04-ch06.html,
Žužeberk,Žuženberka,https://okupacijskemeje.si/exh01-ch06.html,
Žužeberk,Žužemberku,https://okupacijskemeje.si/exh01-ch06.html,
Žužeberk,Žuženberka,https://okupacijskemeje.si/exh01-ch06.html,
