1 Iztočnica,Pojavna oblika,Spletna stran,
Nova Gorica,Nova Gorica,https://okupacijskemeje.si/exh01-ch12.html,
Nova vas,Novi vasi,https://okupacijskemeje.si/exh01-ch03.html,
Nova vas,Novi vasi,https://okupacijskemeje.si/exh03-ch09.html,
Nova vas,Nova vas,https://okupacijskemeje.si/exh01-ch07.html,
Nova vas,Nova vas,https://okupacijskemeje.si/en-exh03-ch09.html,
Nova vas,Novo vasjo,https://okupacijskemeje.si/exh03-ch04.html,
Nova vas pri Bregani,Nova vas pri Bregani,https://okupacijskemeje.si/exh01-ch02.html,
Nova vas pri Mokricah,Nova vas pri Mokricah,https://okupacijskemeje.si/exh01-ch02.html,
Novi Sad,Novem Sadu,https://okupacijskemeje.si/exh01-ch02.html,
Novo mesto,Novo mesto,https://okupacijskemeje.si/exh01-ch07.html,
Novo mesto,Novo mesto,https://okupacijskemeje.si/exh01-ch12.html,
Obrežje,Obrežje,https://okupacijskemeje.si/exh01-ch02.html,
Obrežje,Obrežje,https://okupacijskemeje.si/exh01-ch07.html,
Ocinje,Ocinje,https://okupacijskemeje.si/exh01-ch10.html,
Ogrska,ogrsko,https://okupacijskemeje.si/exh01-ch12.html,
Opale,Opalam,https://okupacijskemeje.si/exh01-ch11.html,
Orle,Orle,https://okupacijskemeje.si/exh05-ch08.html,
Orle,Orle,https://okupacijskemeje.si/en-exh05-ch08.html,
Osojnica,Osojnici,https://okupacijskemeje.si/exh03-ch06.html,
Ostriž,Ostrižu,https://okupacijskemeje.si/exh04-ch03.html,
Ostriž,Ostriž,,
Ostriž,Ostrižu,https://okupacijskemeje.si/exh04-ch06.html,
Ostriž,Ostriž,https://okupacijskemeje.si/exh04-ch06.html,
Otalež,Otaležem,https://okupacijskemeje.si/exh03-ch08.html,
Otalež,Otalež,https://okupacijskemeje.si/en-exh03-ch08.html,
Otovec,Otovec,,
Peč,Peč,https://okupacijskemeje.si/exh01-ch11.html,
Peč,Peči ,https://okupacijskemeje.si/exh01-ch11.html,
Peč pri Ratečah,Peči pri Ratečah,https://okupacijskemeje.si/exh01-ch12.html,
Peč pri Ratečah,Peči pri Ratečah,https://okupacijskemeje.si/exh01-ch12.html,
Peč v Karavankah,Peči v Karavankah,https://okupacijskemeje.si/exh01-ch08.html,
Pečar (Kašeljski hrib),Pečarja,https://okupacijskemeje.si/exh05-ch12.html,
Pečar (Kašeljski hrib),Pečar (Kašelj Hill),https://okupacijskemeje.si/en-exh05-ch12.html,
Pečica,Pečica,https://okupacijskemeje.si/exh02-ch02.html,
Pečnik,Pečnika,https://okupacijskemeje.si/exh03-ch07.html,
Petiševci,Petiševci,https://okupacijskemeje.si/exh01-ch10.html,
Pince,Pince,https://okupacijskemeje.si/exh01-ch10.html,
Pittsburgh,Pittsburghu,https://okupacijskemeje.si/exh04-ch08.html,
Planina nad Horjulom,Planina,https://okupacijskemeje.si/exh01-ch11.html,
Planina nad Horjulom,Planini nad Horjulom,https://okupacijskemeje.si/exh01-ch11.html,
Planina nad Horjulom,Planino,https://okupacijskemeje.si/exh01-ch11.html,
Pobrežje,Pobrežju,https://okupacijskemeje.si/exh04-ch02.html,
Pobrežje,Pobrežje,https://okupacijskemeje.si/exh04-en-ch02.html,
Pobrežje,Pobrežju,https://okupacijskemeje.si/exh04-ch07.html,
Podlanišče,Podlanišču,https://okupacijskemeje.si/exh03-ch07.html,
Podlanišče,Podlanišču,https://okupacijskemeje.si/exh03-ch07.html,
Podlanišče,Podlanišče,https://okupacijskemeje.si/en-exh03-ch07.html,
Podlanišče,Podlanišče,https://okupacijskemeje.si/en-exh03-ch07.html,
Podplato,Podplatu,https://okupacijskemeje.si/exh02-ch02.html,
Podplato,Podplatu,https://okupacijskemeje.si/exh02-ch02.html,
Podroteja,Podroteja pri Idiji,https://okupacijskemeje.si/exh03-ch02.html,
Podzemelj,Podzemelj,https://okupacijskemeje.si/exh04-ch02.html,
Podzemlje,Podzemlje,https://okupacijskemeje.si/exh04-en-ch02.html,
Poland,Poland,https://okupacijskemeje.si/en-exh02-ch03.html,
Polhograjska Grmada,Polhograjske Grmade,https://okupacijskemeje.si/exh01-ch11.html,
Polhograjski dolomiti,Polhograjskih dolomitov,https://okupacijskemeje.si/exh01-ch11.html,
Polhograjsko hribovje,Polhograjskega hribovja,https://okupacijskemeje.si/exh05-ch08.html,
Polhograjsko hribovje,Polhograjsko hribovje hills,https://okupacijskemeje.si/en-exh05-ch08.html,
Polhograjsko hribovje,Polhograjskega hribovja,https://okupacijskemeje.si/exh01-ch11.html,
Polhograjsko hribovje,Polhograjskemu hribovju,https://okupacijskemeje.si/exh01-ch11.html,
Polhograjsko hribovje,Polhograjskega hribovja,https://okupacijskemeje.si/exh01-ch11.html,
Polhov Gradec,Polhovega Gradca,https://okupacijskemeje.si/exh03-ch07.html,
Polhov Gradec,Polhov Gradec,https://okupacijskemeje.si/en-exh03-ch07.html,
Poljane,Poljane,https://okupacijskemeje.si/exh03-ch06.html,
Poljanska dolina,Poljansko dolino,https://okupacijskemeje.si/exh04-ch01.html,
Poljanska dolina,Poljanski dolini,https://okupacijskemeje.si/exh04-ch01.html,
Poljansko dolino,Poljansko dolino,https://okupacijskemeje.si/exh04-en-ch01.html,
Poljska,Poljsko,https://okupacijskemeje.si/exh02-ch03.html,
Ponce,Ponc,https://okupacijskemeje.si/exh01-ch08.html,
Ponce,Ponc,https://okupacijskemeje.si/exh01-ch08.html,
Popoviči,Popoviči,,
Porezn,Porezn,https://okupacijskemeje.si/exh01-ch11.html,
Posavje,Posavju,https://okupacijskemeje.si/exh01-ch01.html,
Poslesec,Podlesec,https://okupacijskemeje.si/exh01-ch11.html,
Predgrad,Predgrada,https://okupacijskemeje.si/exh01-ch06.html,
Predgrad,Predgrad,https://okupacijskemeje.si/exh04-en-ch01.html,
Pregrad,Pregrada,https://okupacijskemeje.si/exh04-ch01.html,
Pregrad,Pregrada,https://okupacijskemeje.si/exh04-ch01.html,
Pregrad,Pregrad,https://okupacijskemeje.si/exh04-en-ch01.html,
Prehodavci,Prehodavcih,https://okupacijskemeje.si/exh01-ch08.html,
Prekmurje,Prekmurja,https://okupacijskemeje.si/exh01-ch01.html,
Prekmurje,Prekmurja,https://okupacijskemeje.si/exh01-ch01.html,
Prekmurje,Prekmurjem,https://okupacijskemeje.si/exh01-ch01.html,
Prekmurje,Prekmurje,https://okupacijskemeje.si/exh01-ch02.html,
Prekmurje,Prekmurje,https://okupacijskemeje.si/exh01-ch02.html,
Prekmurje,prekmurskih,https://okupacijskemeje.si/exh01-ch03.html,
Prekmurje,Prekmurje,https://okupacijskemeje.si/exh01-ch10.html,
Prekmurje,Prekmurje,https://okupacijskemeje.si/exh01-ch10.html,
Prekmurje,Prekmurju,https://okupacijskemeje.si/exh01-ch10.html,
Prekmurje,Prekmurju,https://okupacijskemeje.si/exh01-ch10.html,
Prekmurje,Prekmurje,https://okupacijskemeje.si/exh01-ch10.html,
Prekmurje,Prekmurja,https://okupacijskemeje.si/exh01-ch10.html,
Prekmurje,Prekmurju,https://okupacijskemeje.si/exh01-ch10.html,
Prekmurje,Prekmurja,https://okupacijskemeje.si/exh01-ch10.html,
Prekmurje,Prekmurju,https://okupacijskemeje.si/exh01-ch10.html,
Preloka,Preloke,https://okupacijskemeje.si/exh04-ch01.html,
Preloka,Preloki,https://okupacijskemeje.si/exh04-ch01.html,
Preloka,Preloki,https://okupacijskemeje.si/exh01-ch06.html,
Preloka,Preloka,https://okupacijskemeje.si/exh01-ch06.html,
Preloka,Preloka,https://okupacijskemeje.si/exh04-en-ch01.html,
Preloka,Preloka,https://okupacijskemeje.si/exh04-en-ch01.html,
Preloka,Preloke,https://okupacijskemeje.si/exh04-ch06.html,
Preloka,Preloko,https://okupacijskemeje.si/exh04-ch08.html,
Preloka,Preloki,https://okupacijskemeje.si/exh04-ch08.html,
Preloka,Preloka,https://okupacijskemeje.si/exh04-ch08.html,
Preserje,Preserjem,https://okupacijskemeje.si/exh05-ch08.html,
Preserje,Preserje,https://okupacijskemeje.si/en-exh05-ch08.html,
Prilišće,Prilišće,https://okupacijskemeje.si/exh04-ch08.html,
Primorska,Primorsko,https://okupacijskemeje.si/exh01-ch02.html,
Primorska,primorske,https://okupacijskemeje.si/exh01-ch03.html,
Primorska,primorski,https://okupacijskemeje.si/exh04-ch08.html,
Pripjatsko močvirje,Pripjatskem močvirju,https://okupacijskemeje.si/exh02-ch03.html,
Prišlin,Prišlin,https://okupacijskemeje.si/exh02-ch04.html,
Prišlin,Prišlin,https://okupacijskemeje.si/exh02-ch04.html,
Prišlin,Prišlin,https://okupacijskemeje.si/en-exh02-ch04.html,
Prišlin,Prišlin,https://okupacijskemeje.si/en-exh02-ch04.html,
Pront,Pront,https://okupacijskemeje.si/exh03-ch03.html,
Province of Ljubljana,Province of Ljubljana,https://okupacijskemeje.si/en-exh05-ch08.html,
Ptuj,Ptuju,https://okupacijskemeje.si/exh01-ch01.html,
Ptuj,Ptuj,https://okupacijskemeje.si/exh01-ch01.html,
Ptuj,Ptuj,https://okupacijskemeje.si/exh01-ch12.html,
Ptuj,Ptuju,https://okupacijskemeje.si/exh02-ch03.html,
Pušče,Pušče,,
Rab,Rab,https://okupacijskemeje.si/exh04-ch06.html,
Rab,Rabu,https://okupacijskemeje.si/exh04-ch06.html,
Rab,Raba,https://okupacijskemeje.si/exh04-ch08.html,
Račeva,Račevi,https://okupacijskemeje.si/exh03-ch09.html,
Račeva,Račeva,https://okupacijskemeje.si/exh01-ch11.html,
Račeva,Račeva,https://okupacijskemeje.si/en-exh03-ch09.html,
Račevo,Račevo,https://okupacijskemeje.si/exh03-ch04.html,
Radatoviči,Občina Radatoviči,https://okupacijskemeje.si/exh01-ch06.html,
Radatovići,Radatovićih,https://okupacijskemeje.si/exh04-ch01.html,
Radatovići,Radatoviči,https://okupacijskemeje.si/exh01-ch06.html,
Radatovići,Radatovići,https://okupacijskemeje.si/exh04-en-ch01.html,
Radatovići,Radatovići,https://okupacijskemeje.si/exh04-ch05.html,
Radatovići,Radatovićih,https://okupacijskemeje.si/exh04-ch05.html,
Radatovići,Radatovićev,https://okupacijskemeje.si/exh04-ch05.html,
Radatovići,Radatovićih,https://okupacijskemeje.si/exh04-ch06.html,
Radatovići,Radatovići,https://okupacijskemeje.si/exh04-ch06.html,
Radatovići,Radatovićev,https://okupacijskemeje.si/exh04-ch06.html,
Radatovići,Radatoviće,https://okupacijskemeje.si/exh04-ch06.html,
Radovica,Radovici,https://okupacijskemeje.si/exh04-ch03.html,
Radovica,Radovica,,
Radoviči,Radovičih,https://okupacijskemeje.si/exh04-ch03.html,
Radoviči,Radovičih,https://okupacijskemeje.si/exh04-ch03.html,
Radoviči,Radoviči,,
Radoviči,Radoviči,,
Raka na Dolenjskem,Raki na Dolenjskem,https://okupacijskemeje.si/exh01-ch07.html,
Rapallo,rapalski,https://okupacijskemeje.si/exh03-ch07.html,
Rapallo,rapalske,https://okupacijskemeje.si/exh03-ch07.html,
Rapallo,rapalske,https://okupacijskemeje.si/exh03-ch08.html,
Rapallo,rapalski,https://okupacijskemeje.si/exh03-ch08.html,
Rapallo,rapalsko,https://okupacijskemeje.si/exh03-ch09.html,
Rapallo,Rapallo,https://okupacijskemeje.si/en-exh03-ch07.html,
Rapallo,Rapallo,https://okupacijskemeje.si/en-exh03-ch07.html,
Rapallo,Rapallo,https://okupacijskemeje.si/en-exh03-ch07.html,
Rapallo,Rapallo,https://okupacijskemeje.si/en-exh03-ch08.html,
Rapallo,Rapallo,https://okupacijskemeje.si/en-exh03-ch08.html,
Rapallo,Rapallo,https://okupacijskemeje.si/en-exh03-ch09.html,
Rateče,Ratschach,https://okupacijskemeje.si/exh03-ch08.html,
Rateče,Rateč,https://okupacijskemeje.si/exh01-ch08.html,
Rateče,Ratečah,https://okupacijskemeje.si/exh01-ch08.html,
Razore,Razorih,https://okupacijskemeje.si/exh03-ch01.html#exh03-ch01-subch01,
Razore,Razorov,https://okupacijskemeje.si/exh05-ch08.html,
Razore,Razori,https://okupacijskemeje.si/en-exh05-ch08.html,
Republika Hrvaška,Hrvaška,https://okupacijskemeje.si/exh01-ch07.html,
republika Hrvaška,republiki Hrvaški,https://okupacijskemeje.si/exh01-ch12.html,
Republika Slovenija,Republike Slovenije,https://okupacijskemeje.si/exh04-ch04.html,
Reška pokrajina,Reško,https://okupacijskemeje.si/exh01-ch12.html,
Rjavica,Rjavica,https://okupacijskemeje.si/en-exh02-ch07.html,
Rogaška Slatina,Donatski dom,https://okupacijskemeje.si/exh02-ch07.html,
Rogaška Slatina,slatinsko,https://okupacijskemeje.si/exh02-ch07.html,
Rogaška Slatina,Rogaška Slatina,https://okupacijskemeje.si/exh02-ch07.html,
Rogaška Slatina,Rogaško,https://okupacijskemeje.si/exh02-ch07.html,
Rogaška Slatina,Rogaške,https://okupacijskemeje.si/exh02-ch07.html,
Rogaška Slatina,Donat Hall,https://okupacijskemeje.si/en-exh02-ch07.html,
Rogaška Slatina,Donatski dom,https://okupacijskemeje.si/en-exh02-ch07.html,
Rogaška Slatina,Rogaška Slatina,https://okupacijskemeje.si/en-exh02-ch07.html,
Rogaška Slatina,Rogaška Slatina,https://okupacijskemeje.si/exh01-ch12.html,
Rogaška Slatina,Rogaška Slatina,https://okupacijskemeje.si/exh02-ch02.html,
Rogaška Slatina,Rogaška Slatina,https://okupacijskemeje.si/exh02-ch02.html,
Rogaška Slatina,Rogaški Slatini,https://okupacijskemeje.si/exh02-ch02.html,
Rogaška Slatina,Rogaško Slatino,https://okupacijskemeje.si/exh02-ch02.html,
Rogaška Slatina,Rogaški Slatini,https://okupacijskemeje.si/exh02-ch02.html,
Rogaška Slatina,Rogaško Slatino,https://okupacijskemeje.si/exh02-ch02.html,
Rogaška Slatina,Rogaški Slatini,https://okupacijskemeje.si/exh02-ch02.html,
Rogaška Slatina,Rogaški Slatini,https://okupacijskemeje.si/exh02-ch02.html,
Rogaška Slatina,Rogaško Slatino,https://okupacijskemeje.si/exh02-ch02.html,
Rogaška Slatina,Rogaški Slatini,https://okupacijskemeje.si/exh02-ch02.html,
Rogaška Slatina,Rogaško Slatino,https://okupacijskemeje.si/exh02-ch02.html,
Rogaška Slatina,Rogaška Slatina,https://okupacijskemeje.si/exh02-ch02.html,
Rogaška Slatina,Rogaški Slatini,https://okupacijskemeje.si/exh02-ch02.html,
Rogaška Slatina,Rogaške Slatine,https://okupacijskemeje.si/exh02-ch02.html,
Rogaška Slatina,Rogaška Slatina,https://okupacijskemeje.si/exh02-ch02.html,
Rogaška Slatina,Rogaško Slatino,https://okupacijskemeje.si/exh02-ch02.html,
Rogaška Slatina,Rogaški Slatini,https://okupacijskemeje.si/exh02-ch02.html,
Rogaška Slatina,Rohitisch-Sanerbrunn,https://okupacijskemeje.si/exh02-ch02.html,
Rogaška Slatina,Rohitisch-Sanerbrunn,https://okupacijskemeje.si/exh02-ch02.html,
Rogaška Slatina,Rogaški Slatini,https://okupacijskemeje.si/exh02-ch02.html,
Rogaška Slatina,Rogaške Slatine,https://okupacijskemeje.si/exh02-ch02.html,
Rogaška Slatina,Rogaški Slatini,https://okupacijskemeje.si/exh02-ch02.html,
Rogaška Slatina,Rogaška Slatina,https://okupacijskemeje.si/exh02-ch04.html,
Rogaška Slatina,Rogaški Slatini,https://okupacijskemeje.si/exh02-ch04.html,
Rogaška Slatina,Rogaški Slatini,https://okupacijskemeje.si/exh02-ch04.html,
Rogaška Slatina,Rogaška Slatina,https://okupacijskemeje.si/exh02-ch04.html,
Rogaška Slatina,Rogaška ,https://okupacijskemeje.si/exh02-ch04.html,
Rogaška Slatina,Rogaški Slatini,https://okupacijskemeje.si/exh02-ch04.html,
Rogaška Slatina,Rogaški Slatini,https://okupacijskemeje.si/exh02-ch04.html,
Rogaška Slatina,Rogaški Slatini,https://okupacijskemeje.si/exh02-ch04.html,
Rogaška Slatina,Rogaška Slatina,https://okupacijskemeje.si/exh02-ch04.html,
Rogaška Slatina,Rogaška Slatina,https://okupacijskemeje.si/exh02-ch04.html,
Rogaška Slatina,Slatini,https://okupacijskemeje.si/exh02-ch04.html,
Rogaška Slatina,Rogaški Slatini,https://okupacijskemeje.si/exh02-ch04.html,
Rogaška Slatina,Rogaška Slatina,https://okupacijskemeje.si/en-exh02-ch04.html,
Rogaška Slatina,Rogaška Slatina,https://okupacijskemeje.si/en-exh02-ch04.html,
Rogaška Slatina,Rogaška Slatina,https://okupacijskemeje.si/en-exh02-ch04.html,
Rogaška Slatina,Rogaška Slatina,https://okupacijskemeje.si/en-exh02-ch04.html,
Rogaška Slatina,Rogaška Slatina,https://okupacijskemeje.si/en-exh02-ch04.html,
Rogaška Slatina,Rogaška Slatina,https://okupacijskemeje.si/en-exh02-ch04.html,
Rogaška Slatina,Rogaška Slatina,https://okupacijskemeje.si/en-exh02-ch04.html,
Rogaška Slatina,Rogaška Slatina,https://okupacijskemeje.si/en-exh02-ch04.html,
Rogaška Slatina,Rogaška Slatina,https://okupacijskemeje.si/en-exh02-ch04.html,
Rogaška Slatina,Rogaška Slatina,https://okupacijskemeje.si/en-exh02-ch04.html,
Rogaška Slatina,Rogaška Slatina,https://okupacijskemeje.si/en-exh02-ch04.html,
Rogaška Slatina,Rogaška Slatina,https://okupacijskemeje.si/en-exh02-ch04.html,
Rogaška Slatina,Rogaški Slatini,https://okupacijskemeje.si/exh02-ch03.html,
Rogaška Slatina,Rogaški Slatini,https://okupacijskemeje.si/exh02-ch03.html,
Rogaška Slatina,Rogaške Slatine,https://okupacijskemeje.si/exh02-ch03.html,
Rogaška Slatina,Rogaška Slatina,https://okupacijskemeje.si/exh02-ch03.html,
Rogaška Slatina,slatinski,https://okupacijskemeje.si/exh02-ch03.html,
Rogaška Slatina,Rogaško Slatino,https://okupacijskemeje.si/exh02-ch03.html,
Rogaška Slatina,Rogaške Slatine,https://okupacijskemeje.si/exh02-ch03.html,
Rogaška Slatina,Rogaško Slatino,https://okupacijskemeje.si/exh02-ch03.html,
Rogaška Slatina,Rogaške Slatine,https://okupacijskemeje.si/exh02-ch03.html,
Rogaška Slatina - Stritarjeva ulica,Stritarjevi,https://okupacijskemeje.si/exh02-ch02.html,
Romania,Romania,https://okupacijskemeje.si/en-exh02-ch03.html,
Romunija,Romunijo,https://okupacijskemeje.si/exh02-ch03.html,
Rosalnice,Rosalnicah,https://okupacijskemeje.si/exh01-ch06.html,
Rosalnice,Rosalnice,https://okupacijskemeje.si/exh01-ch06.html,
Rosalnice,Rosalnicah,https://okupacijskemeje.si/exh01-ch06.html,
Rosalnice,Rosalnicah,https://okupacijskemeje.si/exh04-ch03.html,
Rosalnice,Rosalnicah,https://okupacijskemeje.si/exh04-ch03.html,
Rosalnice,Rosalnicah,https://okupacijskemeje.si/exh04-ch03.html,
Rosalnice,Rosalnicah,https://okupacijskemeje.si/exh04-ch03.html,
Rosalnice,Rosalnice,https://okupacijskemeje.si/exh04-ch03.html,
Rosalnice,Rosalnicah,https://okupacijskemeje.si/exh04-ch03.html,
Rosalnice,Rosalnice,,
Rosalnice,Rosalnice,,
Rosalnice,Rosalnice,,
Rosalnice,Rosalnice,,
Rosalnice,Rosalnice,,
Rosalnice,Rosalnice,https://okupacijskemeje.si/exh04-ch04.html,
Rosalnice,Rosalnicah,https://okupacijskemeje.si/exh04-ch04.html,
Rosalnice,Rosalnic pri Metliki,https://okupacijskemeje.si/exh04-ch06.html,
Rosalnice,Rosalnice,https://okupacijskemeje.si/exh04-ch06.html,
Rottemberg,Rottemberg,https://okupacijskemeje.si/exh01-ch10.html,
Rovte,Rovte,https://okupacijskemeje.si/exh03-ch08.html,
Rovte,Rovte,https://okupacijskemeje.si/en-exh03-ch08.html,
Rovte,Rovtah,https://okupacijskemeje.si/exh03-ch06.html,
Rožnik,Rožniku,https://okupacijskemeje.si/exh01-ch09.html,
Rusija,Rusije,https://okupacijskemeje.si/exh02-ch03.html,
"Rusija
",ruski fronti,https://okupacijskemeje.si/exh02-ch07.html,
Russia,the Russian Front,https://okupacijskemeje.si/en-exh02-ch07.html,
Russia,Russia,https://okupacijskemeje.si/en-exh02-ch03.html,
Sairach glej Žiri,Sairach,https://okupacijskemeje.si/en-exh03-ch05.html,
Samobor,Samoboru,https://okupacijskemeje.si/exh01-ch07.html,
Sarvar,Sarvar,https://okupacijskemeje.si/exh01-ch10.html,
Sava,Save,https://okupacijskemeje.si/exh01-ch02.html,
Sava,Sava ,https://okupacijskemeje.si/exh01-ch07.html,
Sava,Save,https://okupacijskemeje.si/exh01-ch07.html,
Sava,Savi,https://okupacijskemeje.si/exh01-ch09.html,
"Sava
",Savi,https://okupacijskemeje.si/exh05-ch08.html,
"Sava
",Save,https://okupacijskemeje.si/exh05-ch09.html,
Sava River,Sava River,https://okupacijskemeje.si/en-exh05-ch08.html,
Sava River,Sava River,https://okupacijskemeje.si/en-exh05-ch09.html,
Semič,Semič,https://okupacijskemeje.si/exh04-ch01.html,
Semič,Semič,https://okupacijskemeje.si/exh04-ch02.html,
Semič,Semič,https://okupacijskemeje.si/exh04-ch02.html,
Semič,Semič,https://okupacijskemeje.si/exh04-ch02.html,
Semič,Semiča,https://okupacijskemeje.si/exh04-ch02.html,
Semič,Semiču,https://okupacijskemeje.si/exh04-ch02.html,
Semič,Semič,https://okupacijskemeje.si/exh04-en-ch01.html,
Semič,Semič,https://okupacijskemeje.si/exh04-en-ch02.html,
Semič,Semič,https://okupacijskemeje.si/exh04-en-ch02.html,
Semič,Semič,https://okupacijskemeje.si/exh04-en-ch02.html,
Semič,Semič,https://okupacijskemeje.si/exh04-en-ch02.html,
Semič,Semič,https://okupacijskemeje.si/exh04-en-ch02.html,
Semič,Semiču,https://okupacijskemeje.si/exh04-ch07.html,
Serbia,Serbia,https://okupacijskemeje.si/en-exh02-ch03.html,
Serdica,Serdica,https://okupacijskemeje.si/exh01-ch10.html,
Serdica,Serdici,https://okupacijskemeje.si/exh01-ch10.html,
Serdica,Serdice,https://okupacijskemeje.si/exh01-ch10.html,
Severin,Severin,https://okupacijskemeje.si/exh04-ch03.html,
Severin,Severinom,https://okupacijskemeje.si/exh04-ch03.html,
Severin,Severin,,
Severin,Severin,,
Severna Afrika,Severno Afriko,https://okupacijskemeje.si/exh02-ch03.html,
Sinji vrh,Sinji vrh,https://okupacijskemeje.si/exh04-ch02.html,
Sinji vrh,Sinjem Vrhu,https://okupacijskemeje.si/exh04-ch02.html,
Sinji vrh,Sinjega vrha,https://okupacijskemeje.si/exh04-ch03.html,
Sinji Vrh,Sinji Vrh,https://okupacijskemeje.si/exh04-en-ch02.html,
Sinji Vrh,Sinji Vrh,https://okupacijskemeje.si/exh04-en-ch02.html,
Sinji Vrh,Sinji Vrh,,
Slamna vas,Slamna vas,https://okupacijskemeje.si/exh01-ch06.html,
Slamna vas,Slamno vas,https://okupacijskemeje.si/exh04-ch03.html,
Slamna vas,Slamna vas,,
Slamna vas,Slamna vas,,
Slovenia,Slovene,https://okupacijskemeje.si/en-exh02-ch07.html,
Slovenia,Slovene lands,https://okupacijskemeje.si/en-exh05-ch08.html,
Slovenia,Slovenia,https://okupacijskemeje.si/en-exh02-ch04.html,
Slovenia,Slovene,https://okupacijskemeje.si/en-exh02-ch04.html,
Slovenia,Slovenia,https://okupacijskemeje.si/en-exh02-ch04.html,
Slovenia,Slovenia,https://okupacijskemeje.si/en-exh03-ch07.html,
Slovenia,Slovenia,,
Slovenia,Slovene,https://okupacijskemeje.si/en-exh02-ch03.html,
Slovenia,Slovene,https://okupacijskemeje.si/en-exh02-ch03.html,
Slovenia,Slovenian,https://okupacijskemeje.si/en-exh03-ch02.html,
Slovenia,Slovenian,https://okupacijskemeje.si/en-exh03-ch04.html,
Slovenia,Slovene,https://okupacijskemeje.si/en-exh03-ch05.html,
Slovenia,Slovenian,https://okupacijskemeje.si/en-exh03-ch05.html,
Slovenija,slovenske,https://okupacijskemeje.si/exh01-ch01.html,
Slovenija,Slovenskem,https://okupacijskemeje.si/exh01-ch01.html,
Slovenija,slovenskega,https://okupacijskemeje.si/exh01-ch01.html,
Slovenija,slovensko,https://okupacijskemeje.si/exh01-ch01.html,
Slovenija,Slovenskega,https://okupacijskemeje.si/exh01-ch02.html,
Slovenija,slovenski,https://okupacijskemeje.si/exh01-ch02.html,
Slovenija,slovensko,https://okupacijskemeje.si/exh01-ch02.html,
Slovenija,slovenskih,https://okupacijskemeje.si/exh01-ch02.html,
Slovenija,slovenskega,https://okupacijskemeje.si/exh01-ch03.html,
Slovenija,Slovenskem,https://okupacijskemeje.si/exh01-ch03.html,
Slovenija,slovenska,https://okupacijskemeje.si/exh01-ch03.html,
Slovenija,slovensko,https://okupacijskemeje.si/exh01-ch03.html,
Slovenija,slovensko,https://okupacijskemeje.si/exh01-ch03.html,
Slovenija,Slovenskih,https://okupacijskemeje.si/exh03-ch01.html#exh03-ch01-subch01,
Slovenija,slovenske ,https://okupacijskemeje.si/exh03-ch01.html#exh03-ch01-subch01,
Slovenija,slovenska,https://okupacijskemeje.si/exh03-ch01.html#exh03-ch01-subch01,
Slovenija,Slovenije,https://okupacijskemeje.si/exh05-ch08.html,
Slovenija,slovenski,https://okupacijskemeje.si/exh05-ch08.html,
Slovenija,Slovensko,https://okupacijskemeje.si/exh03-ch02.html,
Slovenija,slovenski,https://okupacijskemeje.si/exh02-ch07.html,
Slovenija,Slovenije,https://okupacijskemeje.si/exh01-ch07.html,
Slovenija,Slovenijo,https://okupacijskemeje.si/exh01-ch07.html,
Slovenija,slovensko,https://okupacijskemeje.si/exh01-ch08.html,
Slovenija,Slovenskega,https://okupacijskemeje.si/exh01-ch08.html,
Slovenija,Slovenija,https://okupacijskemeje.si/exh01-ch08.html,
Slovenija,slovenskega,https://okupacijskemeje.si/exh01-ch11.html,
Slovenija,Slovenijo,https://okupacijskemeje.si/exh01-ch12.html,
Slovenija,Slovenijo,https://okupacijskemeje.si/exh01-ch12.html,
Slovenija,Sloveniji,https://okupacijskemeje.si/exh02-ch02.html,
Slovenija,Slovenijo,https://okupacijskemeje.si/exh04-ch03.html,
Slovenija,Slovenije,https://okupacijskemeje.si/exh02-ch04.html,
Slovenija,slovenskem,https://okupacijskemeje.si/exh02-ch04.html,
Slovenija,slovensko,https://okupacijskemeje.si/exh03-ch03.html,
Slovenija,Slovenijo,https://okupacijskemeje.si/exh04-ch05.html,
Slovenija,Slovenci,https://okupacijskemeje.si/exh04-ch08.html,
Slovenija,Slovenski,https://okupacijskemeje.si/exh03-ch05.html,
Slovenija,slovenskih,https://okupacijskemeje.si/exh03-ch05.html,
Slovenija,slovensko,https://okupacijskemeje.si/exh03-ch06.html,
Slovenija,slovenskega,https://okupacijskemeje.si/exh02-ch03.html,
Slovenija,slovenskih,https://okupacijskemeje.si/exh02-ch03.html,
Slovenija,Slovenijo,https://okupacijskemeje.si/exh02-ch03.html,
Slovenija,slovenskimi,https://okupacijskemeje.si/exh02-ch03.html,
Slovenija,Slovenija,https://okupacijskemeje.si/exh01-ch06.html,
Slovenija ,slovensko,https://okupacijskemeje.si/exh03-ch01.html#exh03-ch01-subch01,
Slovenija ,Slovenskem,https://okupacijskemeje.si/exh02-ch02.html,
Slovenija ,Slovenijo,https://okupacijskemeje.si/exh02-ch04.html,
Slovenija ,slovenskih,https://okupacijskemeje.si/exh03-ch05.html,
Slovenska vas,Slovenska vas,https://okupacijskemeje.si/exh01-ch02.html,
Smrečje,Smrečje,https://okupacijskemeje.si/exh03-ch04.html,
Snežnik,Snežnik,https://okupacijskemeje.si/exh01-ch11.html,
Sošice,Sošicah,https://okupacijskemeje.si/exh04-ch07.html,
Sošice,Sošice,https://okupacijskemeje.si/exh04-ch07.html,
Sotla,Sotli,https://okupacijskemeje.si/exh05-ch08.html,
